"Track Title","Composer","Track ID"
"20k Scratches Under The C","Kurt G. Hoffman","BB_BB_0019_08701"
"Slow Scratch Vibes","Kurt G. Hoffman","BB_BB_0019_08801"
"Frantic Freeze","Kurt G. Hoffman","BB_BB_0019_08901"
"Bronx Boogie","Kurt G. Hoffman","BB_BB_0019_00901"
"Radish Soup","Kurt G. Hoffman","BB_BB_0019_09001"
"Punching Bag","Kurt G. Hoffman","BB_BB_0019_09101"
"Super Nova","Kurt G. Hoffman","BB_BB_0019_09201"
"To The Finish","Kurt G. Hoffman","BB_BB_0019_09301"
"Invaders From Planet Scratch","Kurt G. Hoffman","BB_BB_0019_09401"
"Kash Money","Kurt G. Hoffman;Kalim Lane","BB_BB_0019_09501"
"Rough Enough","Kurt G. Hoffman","BB_BB_0019_09601"
"In The Mix","Kurt G. Hoffman","BB_BB_0019_09701"
"Shagging My Mojo","Kurt G. Hoffman","BB_BB_0019_09801"
"Sunset Disco","Kurt G. Hoffman","BB_BB_0019_09901"
"Little Did They Know","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_00101"
"Troubled Soul","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_01001"
"Little Did They Know","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_01101"
"Get Away With It","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_01201"
"Don't Ever","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_01301"
"We Feel Good Now","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_01401"
"Take Me With You","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_01501"
"Magical Ride","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_01601"
"What You Really Want","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_01701"
"Shadows Of You","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_01801"
"Under The Crush","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_01901"
"Get Away With It","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_00201"
"Troubled Soul","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_02001"
"Little Did They Know","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_02101"
"Get Away With It","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_02201"
"Don't Ever","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_02301"
"We Feel Good Now","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_02401"
"Take Me With You","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_02501"
"Magical Ride","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_02601"
"What You Really Want","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_02701"
"Shadows Of You","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_02801"
"Under The Crush","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_02901"
"Don't Ever","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_00301"
"Troubled Soul","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_03001"
"Little Did They Know","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_03101"
"Get Away With It","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_03201"
"Don't Ever","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_03301"
"We Feel Good Now","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_03401"
"Take Me With You","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_03501"
"Magical Ride","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_03601"
"What You Really Want","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_03701"
"Shadows Of You","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_03801"
"Under The Crush","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_03901"
"We Feel Good Now","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_00401"
"Troubled Soul","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_04001"
"Little Did They Know","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_04101"
"Get Away With It","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_04201"
"Don't Ever","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_04301"
"We Feel Good Now","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_04401"
"Take Me With You","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_04501"
"Magical Ride","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_04601"
"What You Really Want","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_04701"
"Shadows Of You","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_04801"
"Under The Crush","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_04901"
"Take Me With You","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_00501"
"Troubled Soul","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_05001"
"Little Did They Know","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_05101"
"Get Away With It","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_05201"
"Don't Ever","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_05301"
"We Feel Good Now","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_05401"
"Take Me With You","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_05501"
"Magical Ride","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_05601"
"What You Really Want","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_05701"
"Shadows Of You","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_05801"
"Under The Crush","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_05901"
"Magical Ride","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_00601"
"Troubled Soul","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_06001"
"Little Did They Know","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_06101"
"Get Away With It","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_06201"
"Don't Ever","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_06301"
"We Feel Good Now","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_06401"
"Take Me With You","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_06501"
"Magical Ride","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_06601"
"What You Really Want","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_06701"
"Shadows Of You","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_06801"
"Under The Crush","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_06901"
"What You Really Want","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_00701"
"Troubled Soul","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_07001"
"Shadows Of You","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_00801"
"Under The Crush","Jesse Loren Josefsson;Jennifer M. Cook","BB_BB_0021_00901"
"Electrous","Kameron R. Alexander","BB_BB_0020_00101"
"21 Or Bust","Jesse Loren Josefsson","BB_BB_0020_01001"
"Electric Lollypop","Kenny R. Moron","BB_BB_0020_01101"
"West Of Timberland","Kameron R. Alexander","BB_BB_0020_01201"
"Work My Fandango","Kenny R. Moron","BB_BB_0020_01301"
"Rave On Cybertron","C. Andyman","BB_BB_0020_01401"
"Rock The Strip","Ray Znett","BB_BB_0020_01501"
"Kiss Of Bass","J. Scott Giaquinta","BB_BB_0020_01601"
"Popursynth","Andrew John Kim;Derek Yopp;Jujuan Gailey","BB_BB_0020_01701"
"Voxing Vampires","Kenny R. Moron","BB_BB_0020_01801"
"Northern Lights","J. Scott Giaquinta","BB_BB_0020_01901"
"I Need Electro","J. Scott Giaquinta","BB_BB_0020_00201"
"Horny Popsicle","Kenny R. Moron","BB_BB_0020_02001"
"Ghouls In Love","T. Winkie","BB_BB_0020_02101"
"Brazilian Booty Bounce","C. Andyman","BB_BB_0020_02201"
"iGlitch Electric","J. Scott Giaquinta","BB_BB_0020_02301"
"Bassment House Haunts","T. Winkie","BB_BB_0020_02401"
"Down For The Count","Jesse Loren Josefsson","BB_BB_0020_02501"
"Electro Mechanical Hybrid","Kameron R. Alexander","BB_BB_0020_02601"
"Pillow Talk","J. Scott Giaquinta","BB_BB_0020_02701"
"Main Event","Ray Znett","BB_BB_0020_02801"
"Hot Dub Stepper","Kenny R. Moron","BB_BB_0020_02901"
"Evil Robot Dance","Kurt G. Hoffman","BB_BB_0020_00301"
"Charge Fight Win","Ray Znett","BB_BB_0020_03001"
"Go Bananas","J. Ellybeanz","BB_BB_0020_03101"
"From The Gut","Jesse Loren Josefsson","BB_BB_0020_03201"
"Stadium Uproar","Kenny R. Moron","BB_BB_0020_03301"
"Game Face","Ray Znett","BB_BB_0020_03401"
"Get Ready","J. Awbreaker","BB_BB_0020_03501"
"Boot Camp","Jesse Loren Josefsson","BB_BB_0020_03601"
"Ruthless Aggression","Chris Lee Pickett","BB_BB_0020_03701"
"Olympic Glory","Ray Znett","BB_BB_0020_03801"
"Who Goes There","T. Winkie","BB_BB_0020_03901"
"Reign On Minneapolis","T. Winkie","BB_BB_0020_00401"
"Go Team Fight","J. Ellybeanz","BB_BB_0020_04001"
"Run Jump Score","Kenny R. Moron","BB_BB_0020_04101"
"Drum Line Electro","Kenny R. Moron","BB_BB_0020_04201"
"You Got It","J. Awbreaker","BB_BB_0020_04301"
"Field Funk","J. Ellybeanz","BB_BB_0020_04401"
"Undefeated Closer","Ray Znett","BB_BB_0020_04501"
"Touch Down Boogie","T. Winkie","BB_BB_0020_04601"
"Battle Hardened","Kenny R. Moron","BB_BB_0020_04701"
"Prime-Time Lights","Chris Lee Pickett","BB_BB_0020_04801"
"I'm So Saudi","J. Ellybeanz","BB_BB_0020_04901"
"Live The Life","J. Scott Giaquinta","BB_BB_0020_00501"
"Last Ounce","Jesse Loren Josefsson","BB_BB_0020_05001"
"Can't See Me","Chris Lee Pickett","BB_BB_0020_05101"
"Now Or Never","Ray Znett","BB_BB_0020_05201"
"B-Ball Rivalry","Kenny R. Moron","BB_BB_0020_05301"
"Go Rocktronic","Ray Znett","BB_BB_0020_05401"
"Black Virus","Jesse Loren Josefsson","BB_BB_0020_05501"
"Nitro Boost","Kenny R. Moron","BB_BB_0020_05601"
"Matrix Deception","Jesse Loren Josefsson","BB_BB_0020_05701"
"Bullet Train","Ray Znett","BB_BB_0020_05801"
"Rabid","Todd P. Andrew","BB_BB_0020_05901"
"Pop My Trance","Andrew John Kim;Derek Yopp;Jujuan Gailey","BB_BB_0020_00601"
"Charged Up","Kenny R. Moron","BB_BB_0020_06001"
"X Binge","Jesse Loren Josefsson","BB_BB_0020_06101"
"Sulphur","Todd P. Andrew","BB_BB_0020_06201"
"Venom","Ray Znett","BB_BB_0020_06301"
"Knock you Down","Jesse Loren Josefsson","BB_BB_0020_06401"
"Race For Time","J. Scott Giaquinta","BB_BB_0020_06501"
"Time Bomb","Ray Znett","BB_BB_0020_06601"
"Going Crazy","Jesse Loren Josefsson","BB_BB_0020_06701"
"Brace For Impact","Jesse Loren Josefsson","BB_BB_0020_06801"
"Screamer","Ray Znett","BB_BB_0020_06901"
"Rock Da House","J. Scott Giaquinta","BB_BB_0020_00701"
"Jitter Fingers","Jesse Loren Josefsson","BB_BB_0020_07001"
"Cyber Punk","Ray Znett","BB_BB_0020_07101"
"Alpha Machismo","Kenny R. Moron","BB_BB_0020_07201"
"Water Slide","Ray Znett","BB_BB_0020_07301"
"Side Line Goons","Kenny R. Moron","BB_BB_0020_07401"
"The Luge","Ray Znett","BB_BB_0020_07501"
"Off World","Ray Znett","BB_BB_0020_07601"
"Runway","Ray Znett","BB_BB_0020_07701"
"Skate Park","Ray Znett","BB_BB_0020_07801"
"Invaders From Planet Scratch","Kurt G. Hoffman","BB_BB_0020_07901"
"Fruits In Space","Kenny R. Moron","BB_BB_0020_00801"
"Kash Money","Kurt G. Hoffman;Kalim Lane","BB_BB_0020_08001"
"Rough Enough","Kurt G. Hoffman","BB_BB_0020_08101"
"In The Mix","Kurt G. Hoffman","BB_BB_0020_08201"
"Shagging My Mojo","Kurt G. Hoffman","BB_BB_0020_08301"
"Sunset Disco","Kurt G. Hoffman","BB_BB_0020_08401"
"Bronx Boogie","Kurt G. Hoffman","BB_BB_0020_08501"
"Word Is Bond","Kurt G. Hoffman","BB_BB_0020_08601"
"Cross Jump","Kurt G. Hoffman","BB_BB_0020_08701"
"Safe Crackers","Kurt G. Hoffman","BB_BB_0020_08801"
"Breath Of Death","Kurt G. Hoffman","BB_BB_0020_08901"
"Laser Stomp","Andrew John Kim;Derek Yopp;Jujuan Gailey","BB_BB_0020_00901"
"Trigger Man","Kurt G. Hoffman","BB_BB_0020_09001"
"The Huah Hah","Kurt G. Hoffman","BB_BB_0020_09101"
"KHD","Kurt G. Hoffman","BB_BB_0020_09201"
"It Ate My Tee's","Kurt G. Hoffman","BB_BB_0020_09301"
"Freaks Do It Better","Kurt G. Hoffman","BB_BB_0020_09401"
"Flutes of Your Labor","Kurt G. Hoffman","BB_BB_0020_09501"
"Go Rocktronic","Ray Znett","BB_BB_0018_00101"
"Sulphur","Todd P. Andrew","BB_BB_0018_01001"
"Rabid","Todd P. Andrew","BB_BB_0018_10001"
"Charged Up","Kenny R. Moron","BB_BB_0018_10101"
"X Binge","Jesse Loren Josefsson","BB_BB_0018_10201"
"Sulphur","Todd P. Andrew","BB_BB_0018_10301"
"Venom","Ray Znett","BB_BB_0018_10401"
"Knock You Down","Jesse Loren Josefsson","BB_BB_0018_10501"
"Race For Time","J. Scott Giaquinta","BB_BB_0018_10601"
"Adrenaline","Kenny R. Moron","BB_BB_0018_10701"
"Time Bomb","Ray Znett","BB_BB_0018_10801"
"Going Crazy","Jesse Loren Josefsson","BB_BB_0018_10901"
"Venom","Ray Znett","BB_BB_0018_01101"
"Brace For Impact","Jesse Loren Josefsson","BB_BB_0018_11001"
"Arch Nemesis","Kenny R. Moron","BB_BB_0018_11101"
"Screamer","Ray Znett","BB_BB_0018_11201"
"Jitter Fingers","Jesse Loren Josefsson","BB_BB_0018_11301"
"Cyber Punk","Ray Znett","BB_BB_0018_11401"
"Alpha Machismo","Kenny R. Moron","BB_BB_0018_11501"
"Water Slide","Ray Znett","BB_BB_0018_11601"
"Side Line Goons","Kenny R. Moron","BB_BB_0018_11701"
"The Luge","Ray Znett","BB_BB_0018_11801"
"Spin It","Jesse Loren Josefsson","BB_BB_0018_11901"
"Knock You Down","Jesse Loren Josefsson","BB_BB_0018_01201"
"Off World","Ray Znett","BB_BB_0018_12001"
"Hypertron","Kenny R. Moron","BB_BB_0018_12101"
"Runway","Ray Znett","BB_BB_0018_12201"
"Skate Park","Ray Znett","BB_BB_0018_12301"
"Giant Slayer","Ray Znett","BB_BB_0018_12401"
"Race For Time","J. Scott Giaquinta","BB_BB_0018_01301"
"Adrenaline","Kenny R. Moron","BB_BB_0018_01401"
"Time Bomb","Ray Znett","BB_BB_0018_01501"
"Going Crazy","Jesse Loren Josefsson","BB_BB_0018_01601"
"Brace For Impact","Jesse Loren Josefsson","BB_BB_0018_01701"
"Arch Nemesis","Kenny R. Moron","BB_BB_0018_01801"
"Screamer","Ray Znett","BB_BB_0018_01901"
"Black Virus","Jesse Loren Josefsson","BB_BB_0018_00201"
"Jitter Fingers","Jesse Loren Josefsson","BB_BB_0018_02001"
"Cyber Punk","Ray Znett","BB_BB_0018_02101"
"Alpha Machismo","Kenny R. Moron","BB_BB_0018_02201"
"Water Slide","Ray Znett","BB_BB_0018_02301"
"Side Line Goons","Kenny R. Moron","BB_BB_0018_02401"
"The Luge","Ray Znett","BB_BB_0018_02501"
"Spin It","Jesse Loren Josefsson","BB_BB_0018_02601"
"Off World","Ray Znett","BB_BB_0018_02701"
"Hypertron","Kenny R. Moron","BB_BB_0018_02801"
"Runway","Ray Znett","BB_BB_0018_02901"
"Nitro Boost","Kenny R. Moron","BB_BB_0018_00301"
"Skate Park","Ray Znett","BB_BB_0018_03001"
"Giant Slayer","Ray Znett","BB_BB_0018_03101"
"Go Rocktronic","Ray Znett","BB_BB_0018_03201"
"Black Virus","Jesse Loren Josefsson","BB_BB_0018_03301"
"Nitro Boost","Kenny R. Moron","BB_BB_0018_03401"
"Electro Scapes","Ray Znett","BB_BB_0018_03501"
"Matrix Deception","Jesse Loren Josefsson","BB_BB_0018_03601"
"Bullet Train","Ray Znett","BB_BB_0018_03701"
"Rabid","Todd P. Andrew","BB_BB_0018_03801"
"Charged Up","Kenny R. Moron","BB_BB_0018_03901"
"Electro Scapes","Ray Znett","BB_BB_0018_00401"
"X Binge","Jesse Loren Josefsson","BB_BB_0018_04001"
"Sulphur","Todd P. Andrew","BB_BB_0018_04101"
"Venom","Ray Znett","BB_BB_0018_04201"
"Knock You Down","Jesse Loren Josefsson","BB_BB_0018_04301"
"Race For Time","J. Scott Giaquinta","BB_BB_0018_04401"
"Adrenaline","Kenny R. Moron","BB_BB_0018_04501"
"Time Bomb","Ray Znett","BB_BB_0018_04601"
"Going Crazy","Jesse Loren Josefsson","BB_BB_0018_04701"
"Brace For Impact","Jesse Loren Josefsson","BB_BB_0018_04801"
"Arch Nemesis","Kenny R. Moron","BB_BB_0018_04901"
"Matrix Deception","Jesse Loren Josefsson","BB_BB_0018_00501"
"Screamer","Ray Znett","BB_BB_0018_05001"
"Jitter Fingers","Jesse Loren Josefsson","BB_BB_0018_05101"
"Cyber Punk","Ray Znett","BB_BB_0018_05201"
"Alpha Machismo","Kenny R. Moron","BB_BB_0018_05301"
"Water Slide","Ray Znett","BB_BB_0018_05401"
"Side Line Goons","Kenny R. Moron","BB_BB_0018_05501"
"The Luge","Ray Znett","BB_BB_0018_05601"
"Spin It","Jesse Loren Josefsson","BB_BB_0018_05701"
"Off World","Ray Znett","BB_BB_0018_05801"
"Hypertron","Kenny R. Moron","BB_BB_0018_05901"
"Bullet Train","Ray Znett","BB_BB_0018_00601"
"Runway","Ray Znett","BB_BB_0018_06001"
"Skate Park","Ray Znett","BB_BB_0018_06101"
"Giant Slayer","Ray Znett","BB_BB_0018_06201"
"Go Rocktronic","Ray Znett","BB_BB_0018_06301"
"Black Virus","Jesse Loren Josefsson","BB_BB_0018_06401"
"Nitro Boost","Kenny R. Moron","BB_BB_0018_06501"
"Electro Scapes","Ray Znett","BB_BB_0018_06601"
"Matrix Deception","Jesse Loren Josefsson","BB_BB_0018_06701"
"Bullet Train","Ray Znett","BB_BB_0018_06801"
"Rabid","Todd P. Andrew","BB_BB_0018_06901"
"Rabid","Todd P. Andrew","BB_BB_0018_00701"
"Charged Up","Kenny R. Moron","BB_BB_0018_07001"
"X Binge","Jesse Loren Josefsson","BB_BB_0018_07101"
"Sulphur","Todd P. Andrew","BB_BB_0018_07201"
"Venom","Ray Znett","BB_BB_0018_07301"
"Knock You Down","Jesse Loren Josefsson","BB_BB_0018_07401"
"Race For Time","J. Scott Giaquinta","BB_BB_0018_07501"
"Adrenaline","Kenny R. Moron","BB_BB_0018_07601"
"Time Bomb","Ray Znett","BB_BB_0018_07701"
"Going Crazy","Jesse Loren Josefsson","BB_BB_0018_07801"
"Brace For Impact","Jesse Loren Josefsson","BB_BB_0018_07901"
"Charged Up","Kenny R. Moron","BB_BB_0018_00801"
"Arch Nemesis","Kenny R. Moron","BB_BB_0018_08001"
"Screamer","Ray Znett","BB_BB_0018_08101"
"Jitter Fingers","Jesse Loren Josefsson","BB_BB_0018_08201"
"Cyber Punk","Ray Znett","BB_BB_0018_08301"
"Alpha Machismo","Kenny R. Moron","BB_BB_0018_08401"
"Water Slide","Ray Znett","BB_BB_0018_08501"
"Side Line Goons","Kenny R. Moron","BB_BB_0018_08601"
"The Luge","Ray Znett","BB_BB_0018_08701"
"Spin It","Jesse Loren Josefsson","BB_BB_0018_08801"
